DATE,PWHEAMTUSDM
1980-01-01,175.634750366211
1980-02-01,172.695236206055
1980-03-01,163.509323120117
1980-04-01,156.528030395508
1980-05-01,161.304702758789
1980-06-01,157.630340576172
1980-07-01,168.653442382813
1980-08-01,171.225494384766
1980-09-01,179.676528930664
1980-10-01,188.127578735352
1980-11-01,195.108871459961
1980-12-01,182.616027832031
1981-01-01,189.597320556641
1981-02-01,181.513717651367
1981-03-01,175.267303466797
1981-04-01,180.411407470703
1981-05-01,171.59294128418
1981-06-01,168.653442382813
1981-07-01,167.918579101563
1981-08-01,170.123184204102
1981-09-01,171.225494384766
1981-10-01,168.653442382813
1981-11-01,178.574234008789
1981-12-01,176.002166748047
1982-01-01,173.062683105469
1982-02-01,170.858062744141
1982-03-01,168.653442382813
1982-04-01,169.755737304688
1982-05-01,167.551132202148
1982-06-01,155.793151855469
1982-07-01,151.751358032227
1982-08-01,152.486221313477
1982-09-01,152.853652954102
1982-10-01,146.607223510742
1982-11-01,155.05827331543
1982-12-01,159.8349609375
1983-01-01,164.979064941406
1983-02-01,164.244186401367
1983-03-01,166.08137512207
1983-04-01,167.183700561523
1983-05-01,160.202392578125
1983-06-01,151.751358032227
1983-07-01,147.34211730957
1983-08-01,152.486221313477
1983-09-01,156.528030395508
1983-10-01,152.853652954102
1983-11-01,151.751358032227
1983-12-01,153.588531494141
1984-01-01,152.853652954102
1984-02-01,150.649032592773
1984-03-01,153.955978393555
1984-04-01,157.262908935547
1984-05-01,153.955978393555
1984-06-01,149.914169311523
1984-07-01,146.974670410156
1984-08-01,152.486221313477
1984-09-01,155.05827331543
1984-10-01,152.853652954102
1984-11-01,152.486221313477
1984-12-01,149.546737670898
1985-01-01,149.179290771484
1985-02-01,147.34211730957
1985-03-01,145.137481689453
1985-04-01,143.667739868164
1985-05-01,136.31901550293
1985-06-01,134.114395141602
1985-07-01,128.602844238281
1985-08-01,123.091285705566
1985-09-01,125.295906066895
1985-10-01,127.500518798828
1985-11-01,132.644653320313
1985-12-01,137.05387878418
1986-01-01,132.277206420898
1986-02-01,129.705154418945
1986-03-01,134.481826782227
1986-04-01,132.644653320313
1986-05-01,119.416923522949
1986-06-01,105.821769714355
1986-07-01,101.779960632324
1986-08-01,102.147407531738
1986-09-01,103.617149353027
1986-10-01,104.719451904297
1986-11-01,105.086898803711
1986-12-01,107.291511535645
1987-01-01,109.128684997559
1987-02-01,112.068199157715
1987-03-01,115.375114440918
1987-04-01,113.17049407959
1987-05-01,119.049476623535
1987-06-01,108.761260986328
1987-07-01,104.719451904297
1987-08-01,106.924072265625
1987-09-01,112.068199157715
1987-10-01,113.905372619629
1987-11-01,115.007690429688
1987-12-01,124.56103515625
1988-01-01,128.602844238281
1988-02-01,131.542327880859
1988-03-01,124.92847442627
1988-04-01,126.765647888184
1988-05-01,128.970291137695
1988-06-01,149.914169311523
1988-07-01,149.546737670898
1988-08-01,149.914169311523
1988-09-01,159.467529296875
1988-10-01,162.039566040039
1988-11-01,163.876770019531
1988-12-01,166.816253662109
1989-01-01,173.797546386719
1989-02-01,172.057052612305
1989-03-01,178.206787109375
1989-04-01,174.532424926758
1989-05-01,176.369613647461
1989-06-01,168.653442382813
1989-07-01,166.816253662109
1989-08-01,164.244186401367
1989-09-01,163.509323120117
1989-10-01,164.611633300781
1989-11-01,163.509323120117
1989-12-01,164.611633300781
1990-01-01,167.918579101563
1990-02-01,160.937271118164
1990-03-01,156.528030395508
1990-04-01,159.467529296875
1990-05-01,149.179290771484
1990-06-01,135.584136962891
1990-07-01,124.92847442627
1990-08-01,116.844856262207
1990-09-01,114.272811889648
1990-10-01,114.640243530273
1990-11-01,112.803070068359
1990-12-01,113.17049407959
1991-01-01,111.333320617676
1991-02-01,113.905372619629
1991-03-01,119.416923522949
1991-04-01,120.886665344238
1991-05-01,122.036750793457
1991-06-01,120.151794433594
1991-07-01,118.209587097168
1991-08-01,125.326843261719
1991-09-01,135.37287902832
1991-10-01,146.887191772461
1991-11-01,149.536529541016
1991-12-01,160.836669921875
1992-01-01,169.954772949219
1992-02-01,177.130599975586
1992-03-01,169.350738525391
1992-04-01,159.931198120117
1992-05-01,149.689117431641
1992-06-01,148.665725708008
1992-07-01,136.31901550293
1992-08-01,128.168487548828
1992-09-01,138.735794067383
1992-10-01,140.581283569336
1992-11-01,147.574188232422
1992-12-01,147.827651977539
1993-01-01,155.650772094727
1993-02-01,148.884384155273
1993-03-01,147.899658203125
1993-04-01,141.992401123047
1993-05-01,136.580810546875
1993-06-01,121.81778717041
1993-07-01,127.522399902344
1993-08-01,129.797012329102
1993-09-01,131.294311523438
1993-10-01,135.956161499023
1993-11-01,146.501602172852
1993-12-01,158.645385742188
1994-01-01,153.207977294922
1994-02-01,147.037521362305
1994-03-01,141.04377746582
1994-04-01,140.452667236328
1994-05-01,140.147354125977
1994-06-01,139.304428100586
1994-07-01,137.600448608398
1994-08-01,146.024124145508
1994-09-01,158.785140991211
1994-10-01,167.188064575195
1994-11-01,161.986770629883
1994-12-01,164.62174987793
1995-01-01,156.213088989258
1995-02-01,154.420104980469
1995-03-01,150.385986328125
1995-04-01,148.978652954102
1995-05-01,158.611557006836
1995-06-01,169.98078918457
1995-07-01,190.08528137207
1995-08-01,184.393295288086
1995-09-01,193.671279907227
1995-10-01,203.791748046875
1995-11-01,204.067321777344
1995-12-01,208.924942016602
1996-01-01,196.428301666667
1996-02-01,206.166963968254
1996-03-01,205.257120793651
1996-04-01,239.516215714286
1996-05-01,248.59486826087
1996-06-01,215.2260275
1996-07-01,196.38691057971
1996-08-01,181.497011666667
1996-09-01,170.980528888889
1996-10-01,169.595984927536
1996-11-01,169.265824444444
1996-12-01,167.831071746032
1997-01-01,167.790752608696
1997-02-01,164.170702666667
1997-03-01,167.708592857143
1997-04-01,175.56792
1997-05-01,168.402905
1997-06-01,141.200661904762
1997-07-01,130.408065652174
1997-08-01,139.345981587302
1997-09-01,138.239695
1997-10-01,136.207174782609
1997-11-01,135.382039833333
1997-12-01,129.729106594203
1998-01-01,127.350208333333
1998-02-01,128.308884
1998-03-01,128.235396666667
1998-04-01,118.197695
1998-05-01,118.349600634921
1998-06-01,112.368813333333
1998-07-01,106.620535362319
1998-08-01,97.00328
1998-09-01,97.5711366666667
1998-10-01,112.155668253968
1998-11-01,115.611322619048
1998-12-01,111.804587463768
1999-01-01,111.893213492063
1999-02-01,104.278526
1999-03-01,104.575670434783
1999-04-01,102.331111666667
1999-05-01,99.6103306349206
1999-06-01,99.9427733333333
1999-07-01,93.0139676190476
1999-08-01,98.0220816666666
1999-09-01,94.79866
1999-10-01,88.5522366666667
1999-11-01,91.6754483333333
1999-12-01,90.4373465217391
2000-01-01,93.6228626666666
2000-02-01,98.1668294444444
2000-03-01,96.3962107246377
2000-04-01,94.4312233333333
2000-05-01,99.1120469565218
2000-06-01,103.366615
2000-07-01,97.1257588888889
2000-08-01,96.6518188405797
2000-09-01,103.44217015873
2000-10-01,107.775855
2000-11-01,105.036781666667
2000-12-01,113.740020166667
2001-01-01,109.479425
2001-02-01,103.323190666667
2001-03-01,105.571235
2001-04-01,106.154202698413
2001-05-01,110.774167246377
2001-06-01,109.426138730159
2001-07-01,108.343711666667
2001-08-01,104.224209275362
2001-09-01,103.176216
2001-10-01,104.831278550725
2001-11-01,106.801591111111
2001-12-01,104.370385166667
2002-01-01,106.189196666667
2002-02-01,103.837602
2002-03-01,102.551573666667
2002-04-01,104.802958333333
2002-05-01,104.096405217391
2002-06-01,115.411857
2002-07-01,132.644636666667
2002-08-01,149.61353
2002-09-01,173.342621746032
2002-10-01,180.043966666667
2002-11-01,164.279183968254
2002-12-01,149.195988333333
2003-01-01,140.483285555556
2003-02-01,141.656504385965
2003-03-01,127.990438888889
2003-04-01,125.045378333333
2003-05-01,131.043662619048
2003-06-01,118.157133809524
2003-07-01,115.775953333333
2003-08-01,133.484491904762
2003-09-01,130.64998047619
2003-10-01,130.056604492754
2003-11-01,141.347084035088
2003-12-01,143.166686666667
2004-01-01,145.217651333333
2004-02-01,141.733859473684
2004-03-01,140.999826956522
2004-04-01,144.185488333333
2004-05-01,141.325327916667
2004-06-01,136.86140984127
2004-07-01,129.805353333333
2004-08-01,121.9305175
2004-09-01,125.672088492063
2004-10-01,123.056289365079
2004-11-01,127.133086666667
2004-12-01,123.554573043478
2005-01-01,122.391403968254
2005-02-01,123.129960877193
2005-03-01,130.631722753623
2005-04-01,120.064305079365
2005-05-01,119.154461904762
2005-06-01,122.473321666667
2005-07-01,132.784612539683
2005-08-01,131.558302173913
2005-09-01,137.21134952381
2005-10-01,142.941611825397
2005-11-01,136.352406666667
2005-12-01,139.934914166667
2006-01-01,144.043921825397
2006-02-01,158.877680789474
2006-03-01,155.793146666667
2006-04-01,159.541000666667
2006-05-01,176.603423333333
2006-06-01,176.920755
2006-07-01,181.348366833333
2006-08-01,165.129378333333
2006-09-01,164.942319666667
2006-10-01,182.423954166667
2006-11-01,179.609723333333
2006-12-01,177.559394920635
2007-01-01,168.317944347826
2007-02-01,173.650568666667
2007-03-01,173.313195
2007-04-01,178.555848166667
2007-05-01,176.457465289855
2007-06-01,206.516903650794
2007-07-01,222.001734603175
2007-08-01,240.686992173913
2007-09-01,290.274966666667
2007-10-01,303.630490724638
2007-11-01,279.468988333333
2007-12-01,309.740361507936
2008-01-01,317.569120797101
2008-02-01,380.996829365079
2008-03-01,403.812896666667
2008-04-01,326.851616666667
2008-05-01,281.256066666667
2008-06-01,314.15835
2008-07-01,291.76068884058
2008-08-01,304.136514916667
2008-09-01,256.687915
2008-10-01,199.326403913043
2008-11-01,184.214372833333
2008-12-01,182.655962101449
2009-01-01,211.276083333333
2009-02-01,191.241599083333
2009-03-01,199.000358333333
2009-04-01,200.737331666667
2009-05-01,222.544141111111
2009-06-01,222.657871507937
2009-07-01,192.592727608696
2009-08-01,179.554051111111
2009-09-01,156.344301666667
2009-10-01,163.54272
2009-11-01,173.395112698413
2009-12-01,168.45373615942
2010-01-01,166.467181833333
2010-02-01,161.525158666667
2010-03-01,156.312350652174
2010-04-01,158.0562225
2010-05-01,158.680149047619
2010-06-01,149.195988333333
2010-07-01,182.651017301587
2010-08-01,219.818985833333
2010-09-01,239.184568333333
2010-10-01,234.468335793651
2010-11-01,241.748274166667
2010-12-01,265.896342608696
2011-01-01,297.109638606349
2011-02-01,311.025952416667
2011-03-01,288.589550652174
2011-04-01,308.848890166667
2011-05-01,300.713508333333
2011-06-01,285.2728175
2011-07-01,271.462209333333
2011-08-01,290.290942173913
2011-09-01,275.644306666667
2011-10-01,251.589134761905
2011-11-01,241.297329166667
2011-12-01,238.02459781746
2012-01-01,241.073447301587
2012-02-01,244.957777777778
2012-03-01,243.493598333333
2012-04-01,228.563103650794
2012-05-01,231.141626594203
2012-06-01,241.913302539683
2012-07-01,309.732408333333
2012-08-01,315.380476304348
2012-09-01,316.565060166667
2012-10-01,318.383871666667
2012-11-01,319.398696746032
2012-12-01,302.854837807017
2013-01-01,288.070346666667
2013-02-01,279.02221875
2013-03-01,263.213256166667
2013-04-01,264.036648333333
2013-05-01,277.063222173913
2013-06-01,266.79760085
2013-07-01,257.355981666667
2013-08-01,258.792325
2013-09-01,259.743604214286
2013-10-01,271.987256991228
2013-11-01,259.097046908333
2013-12-01,243.8359825
2014-01-01,228.214078583333
2014-02-01,242.761151136842
2014-03-01,275.571376055556
2014-04-01,273.46557425
2014-05-01,287.851634365079
2014-06-01,261.58778634127
2014-07-01,238.533203333333
2014-08-01,229.102885611111
2014-09-01,211.157978690476
2014-10-01,212.780976115942
2014-11-01,215.949673601852
2014-12-01,232.970822173913
2015-01-01,210.608016666667
2015-02-01,201.714027552632
2015-03-01,202.678900416667
2015-04-01,195.896234285714
2015-05-01,193.15226975
2015-06-01,199.822915416667
2015-07-01,199.196602916667
2015-08-01,173.469474880952
2015-09-01,163.826648333333
2015-10-01,165.388254166667
2015-11-01,157.741527938597
2015-12-01,163.793245
2016-01-01,164.557591862745
2016-02-01,159.251644291667
2016-03-01,164.03124375
2016-04-01,163.364966547619
2016-05-01,157.52972234127
2016-06-01,156.649107083333
2016-07-01,133.622936791667
2016-08-01,127.903904891304
2016-09-01,123.196265238095
2016-10-01,122.5217565
2016-11-01,122.506285482456
2016-12-01,122.798208849206
2017-01-01,137.090620333333
2017-02-01,147.313095175439
2017-03-01,146.387566775362
2017-04-01,138.412425394737
2017-05-01,146.486142916667
2017-06-01,157.196086666667
